year,month,route,stop_id,stop_name,total_boardings,latitude,longitude
2025,October,7,805685,North Avenue at Gosse Court,332,44.51062,-73.24977
2025,October,7,805686,North Avenue at Bessery Market,761,44.51227,-73.25198
2025,October,7,805687,North Avenue at Edgemoor Drive,284,44.51292,-73.25287
2025,October,7,805688,North Avenue at Cayuga Court,175,44.51372,-73.25393
2025,October,7,805689,North Avenue at Birch Court,269,44.51433,-73.25475
2025,October,7,805690,North Avenue at Franklin Sq.,609,44.515150248912775,-73.25586414915972
2025,October,7,805692,North Avenue at Morgan Street,68,44.52015,-73.26265
2025,October,7,805693,North Avenue at Forest Street,3,44.52082,-73.26357
2025,October,7,805695,North Avenue at Northgate Road,1402,44.52059866074774,-73.26343139125463
2025,October,7,805696,North Avenue at Opposite Algird Street,525,44.51935,-73.26173
2025,October,7,805697,North Avenue at Browe Court,118,44.51855,-73.26067
2025,October,7,805698,North Avenue at Starr Farm Road,594,44.5172,-73.25882
2025,October,7,805699,North Avenue at Loaldo Drive,299,44.51486646173666,-73.25575626842328
2025,October,7,805700,North Avenue at Cross Parkway,151,44.51327591364524,-73.2535893886282
2025,October,7,805701,North Avenue at Staniford Road,193,44.512482637184064,-73.25249088947282
2025,October,7,805702,North Avenue at Woodbury Road,172,44.51177,-73.2515
2025,October,7,805703,North Avenue at Dodds Court,226,44.510541541785194,-73.24989447764318
2025,October,7,805704,North Avenue at Shore Road,290,44.509482,-73.248476
2025,October,7,805705,North Avenue at Dept. Motor Vehicles,338,44.508268,-73.246789
2025,October,7,805706,Ethan Allen Shopping Center,983,44.506523,-73.244415
2025,October,7,805707,North Avenue at Lakewood Parkway,429,44.504869,-73.242206
2025,October,7,805708,North Avenue at Killarney Drive,235,44.503349,-73.240156
2025,October,7,805709,North Avenue at Oppostie Saratoga Ave. (Elk's Lodge),128,44.50261,-73.239132
2025,October,7,805710,North Avenue at Route 127,44,44.501077,-73.237206
2025,October,7,805711,Burlington High School,173,44.49689546757881,-73.23235497415936
2025,October,7,805713,North Ave at Cambrian Rise,482,44.48977976148372,-73.22669459131767
2025,October,7,805715,North Avenue at Berry Street,174,44.487623,-73.224958
2025,October,7,805716,North Avenue at Opposite Ward Street,61,44.486342,-73.223938
